order_id,order_date,customer_id,product_name,quantity,product_id,product_price
DKM-97676-850,02-06-2020,43439-94003-DW,E-D-0.5,5,7,2757
UEB-09112-118,30-01-2020,82718-93677-XO,A-M-0.5,4,20,737
ORZ-67699-748,15-02-2020,44708-78241-DF,A-M-2.5,6,38,2609
JXP-28398-485,11-06-2021,23039-93032-FN,A-D-2.5,5,31,1017
WWH-92259-198,11-03-2022,35256-12529-FT,L-D-1,4,6,1170
FLR-82914-153,09-09-2021,86100-33488-WP,A-M-2.5,6,38,2609
AMB-93600-000,14-05-2019,64435-53100-WM,A-L-2.5,1,45,965
FEP-36895-658,08-04-2019,44699-43836-UH,R-L-0.2,6,41,1585
RXW-91413-276,15-08-2020,29588-35679-RG,R-D-2.5,2,12,1778
RXW-91413-276,15-08-2020,29588-35679-RG,R-M-0.5,1,9,596
SDB-77492-188,05-05-2022,64815-54078-HH,E-L-1,5,34,1024
RZN-65182-395,27-03-2021,59572-41990-XY,L-M-1,6,25,740
HDQ-86094-507,27-04-2019,32481-61533-ZJ,E-D-1,6,46,1228
YXO-79631-417,25-09-2021,31587-92570-HL,L-D-0.5,1,32,677
SNF-57032-096,13-02-2020,93832-04799-ID,E-D-0.5,6,7,2757
DGL-29648-995,16-07-2021,59367-30821-ZQ,L-M-0.2,2,22,394
GPU-65651-504,11-05-2022,83947-45528-ET,E-M-2.5,2,29,1253
OJU-34452-896,04-02-2019,60799-92593-CX,E-L-0.5,1,39,1572
GZS-50547-887,05-02-2019,61600-55136-UM,E-D-1,2,46,1228
ESR-54041-053,24-05-2022,59771-90302-OF,A-L-0.5,6,43,1813
OGD-10781-526,04-10-2020,16880-78077-FB,R-L-0.5,6,36,2834
FVH-29271-315,30-06-2022,74415-50873-FC,A-D-0.5,3,21,1350
BNZ-20544-633,21-10-2020,31798-95707-NR,L-L-0.5,4,24,2457
FUX-85791-078,16-10-2020,59122-08794-WT,A-M-0.2,2,15,1330
YXP-20078-116,23-09-2020,37238-52421-JJ,R-M-0.5,1,9,596
VQV-59984-866,08-03-2019,48854-01899-FN,R-D-0.2,3,26,830
JEH-37276-048,30-06-2021,80896-38819-DW,A-L-0.5,3,43,1813
VYD-28555-589,13-08-2019,29814-01459-RC,R-L-0.5,6,36,2834
WUG-76466-650,22-02-2021,43439-94003-DW,L-D-0.5,3,32,677
RJV-08261-583,26-03-2022,48497-29281-FE,A-D-0.2,5,17,1914
PMR-56062-609,10-01-2020,43605-12616-YH,E-D-0.5,3,7,2757
XLD-12920-505,01-05-2019,21907-75962-VB,E-L-0.5,6,39,1572
UBW-50312-037,09-02-2020,69503-12127-YD,A-L-2.5,4,45,965
QAW-05889-019,29-12-2021,68810-07329-EU,L-M-0.5,5,23,1438
EPT-12715-397,09-09-2020,08478-75251-OG,A-D-0.2,6,17,1914
DHT-93810-053,16-09-2021,17005-82030-EA,E-L-1,5,34,1024
DMY-96037-963,26-10-2020,42179-95059-DO,L-D-0.2,3,13,2568
MBM-55936-917,12-03-2019,55989-39849-WO,L-D-0.5,3,32,677
TPA-93614-840,18-02-2021,28932-49296-TM,E-D-0.5,2,7,2757
WDM-77521-710,29-10-2020,86144-10144-CB,A-M-0.5,2,20,737
EIP-19142-462,06-09-2021,60973-72562-DQ,E-L-1,6,34,1024
EIP-19142-462,06-09-2021,60973-72562-DQ,A-L-0.2,1,30,1367
ZZL-76364-387,09-09-2020,11263-86515-VU,R-L-2.5,4,5,1651
GMF-18638-786,26-09-2021,60004-62976-NI,L-D-0.5,6,32,677
TDJ-20844-787,05-11-2020,77876-28498-HI,A-L-0.5,5,43,1813
BWK-39400-446,12-09-2019,61302-06948-EH,L-D-0.5,4,32,677
LCB-02099-995,31-07-2019,06757-96251-UH,A-D-0.2,6,17,1914
UBA-43678-174,15-03-2019,44530-75983-OD,E-D-2.5,6,48,2418
UDH-24280-432,16-05-2021,44865-58249-RY,L-L-1,4,33,2360
IDQ-20193-502,06-05-2019,36021-61205-DF,L-M-0.2,2,22,394
DJG-14442-608,06-02-2019,75716-12782-SS,R-D-1,3,40,2062
DWB-61381-370,09-04-2021,11812-00461-KH,L-L-0.2,2,8,1086
FRD-17347-990,20-05-2020,46681-78850-ZW,A-D-1,4,10,2272
YPP-27450-525,02-12-2020,01932-87052-KO,E-M-0.5,3,2,1300
EFC-39577-424,08-08-2021,16046-34805-ZF,E-M-1,5,4,1954
LAW-80062-016,03-02-2022,34546-70516-LR,E-M-0.5,6,2,1300
WKL-27981-758,08-04-2022,73699-93557-FZ,A-M-2.5,2,38,2609
VRT-39834-265,07-01-2021,86686-37462-CK,L-L-1,3,33,2360
QTC-71005-730,02-09-2021,14298-02150-KH,A-L-0.2,4,30,1367
TNX-09857-717,04-11-2021,48675-07824-HJ,L-M-1,6,25,740
JZV-43874-185,02-08-2021,18551-80943-YQ,A-M-1,5,18,1051
ICF-17486-106,27-01-2020,19196-09748-DB,L-L-2.5,1,27,1514
BMK-49520-383,03-12-2019,72233-08665-IP,R-L-0.2,3,41,1585
HTS-15020-632,06-08-2019,53817-13148-RK,R-M-0.2,3,37,2595
YLE-18247-749,11-03-2020,92227-49331-QR,A-L-0.5,3,43,1813
KJJ-12573-591,18-09-2021,12997-41076-FQ,A-L-2.5,1,45,965
RGU-43561-950,07-11-2020,44220-00348-MB,A-L-2.5,5,45,965
JSN-73975-443,27-06-2022,93047-98331-DD,L-M-0.5,1,23,1438
WNR-71736-993,05-02-2020,16880-78077-FB,L-D-0.5,4,32,677
WNR-71736-993,05-02-2020,16880-78077-FB,A-D-2.5,6,31,1017
HNI-91338-546,07-02-2020,67285-75317-XI,A-D-0.5,5,21,1350
CYH-53243-218,18-12-2020,88167-57964-PH,R-M-0.5,3,9,596
SVD-75407-177,23-08-2021,16106-36039-QS,E-L-0.5,3,39,1572
NVN-66443-451,20-08-2021,98921-82417-GN,R-D-1,2,40,2062
JUA-13580-095,01-04-2019,55265-75151-AK,R-L-0.2,4,41,1585
ACY-56225-839,28-01-2021,47386-50743-FG,A-M-2.5,3,38,2609
QBB-07903-622,21-10-2019,32622-54551-UC,R-L-1,5,42,1672
JLJ-81802-619,20-06-2021,16880-78077-FB,A-L-1,6,3,2139
HFT-77191-168,04-11-2021,48419-02347-XP,R-D-0.2,2,26,830
SZR-35951-530,05-04-2021,14121-20527-OJ,E-D-2.5,3,48,2418
IKL-95976-565,09-12-2019,53486-73919-BQ,A-M-1,2,18,1051
XEY-48929-474,02-01-2022,21889-94615-WT,L-M-2.5,6,44,1268
SQT-07286-736,08-12-2019,87726-16941-QW,A-M-1,6,18,1051
QDU-45390-361,28-11-2021,03677-09134-BC,E-M-0.5,1,2,1300
RUJ-30649-712,11-03-2022,93224-71517-WV,L-L-0.2,2,8,1086
WSV-49732-075,17-01-2021,76263-95145-GJ,L-D-2.5,1,28,2578
VJF-46305-323,18-01-2019,68555-89840-GZ,L-D-0.5,2,32,677
CXD-74176-600,07-04-2019,70624-19112-AO,E-L-0.5,4,39,1572
ADX-50674-975,03-02-2021,58916-61837-QH,A-M-2.5,4,38,2609
RRP-51647-420,18-04-2019,89292-52335-YZ,E-D-1,3,46,1228
PKJ-99134-523,07-07-2021,77284-34297-YY,R-L-0.5,5,36,2834
FZQ-29439-457,23-02-2021,50449-80974-BZ,E-L-0.2,5,47,615
USN-68115-161,10-08-2021,08120-16183-AW,E-M-0.2,6,19,1527
IXU-20263-532,15-11-2019,68044-89277-ML,L-M-2.5,2,44,1268
CBT-15092-420,17-12-2019,71364-35210-HS,L-M-0.5,1,23,1438
PKQ-46841-696,18-03-2020,37177-68797-ON,R-M-0.5,3,9,596
XDU-05471-219,06-06-2022,60308-06944-GS,R-L-0.5,1,36,2834
NID-20149-329,20-05-2021,49888-39458-PF,R-D-0.2,2,26,830
SVU-27222-213,11-01-2021,60748-46813-DZ,L-L-0.2,5,8,1086
RWI-84131-848,22-02-2019,16385-11286-NX,R-D-2.5,2,12,1778
GUU-40666-525,24-11-2021,68555-89840-GZ,A-L-0.2,3,30,1367
SCN-51395-066,18-01-2022,72164-90254-EJ,L-L-0.5,4,24,2457
ULA-24644-321,13-08-2021,67010-92988-CT,R-D-2.5,4,12,1778
EOL-92666-762,11-01-2020,15776-91507-GT,L-L-0.2,2,8,1086
AJV-18231-334,05-07-2020,23473-41001-CD,R-D-2.5,2,12,1778
ZQI-47236-301,25-07-2019,23446-47798-ID,L-L-0.5,5,24,2457
ZCR-15721-658,26-05-2022,28327-84469-ND,A-M-1,4,18,1051
QEW-47945-682,10-01-2020,42466-87067-DT,L-L-0.2,5,8,1086
PSY-45485-542,17-05-2019,62246-99443-HF,R-D-0.5,3,35,2654
BAQ-74241-156,24-07-2020,99869-55718-UU,R-D-0.2,4,26,830
BVU-77367-451,20-10-2020,77421-46059-RY,A-D-1,5,10,2272
TJE-91516-344,22-09-2019,49894-06550-OQ,E-M-1,2,4,1954
LIS-96202-702,07-06-2020,72028-63343-SU,L-D-2.5,4,28,2578
VIO-27668-766,15-12-2019,10074-20104-NN,R-D-2.5,1,12,1778
ZVG-20473-043,06-12-2020,71769-10219-IM,A-D-0.2,3,17,1914
KGZ-56395-231,06-12-2021,22221-71106-JD,A-D-0.5,1,21,1350
CUU-92244-729,11-07-2020,99735-44927-OL,E-M-1,3,4,1954
EHE-94714-312,28-06-2021,27132-68907-RC,E-L-0.2,5,47,615
RTL-16205-161,05-04-2022,90440-62727-HI,A-M-0.5,1,20,737
GTS-22482-014,24-03-2022,36769-16558-SX,L-M-2.5,4,44,1268
DYG-25473-881,08-02-2020,10138-31681-SD,A-D-0.2,2,17,1914
HTR-21838-286,11-02-2022,24669-76297-SF,A-L-1,2,3,2139
KYG-28296-920,02-07-2020,78050-20355-DI,E-M-2.5,1,29,1253
NNB-20459-430,25-07-2022,79825-17822-UH,L-M-0.2,2,22,394
FEK-14025-351,19-03-2021,03990-21586-MQ,E-L-0.2,6,47,615
AWH-16980-469,11-05-2020,27493-46921-TZ,L-M-0.2,6,22,394
ZPW-31329-741,08-06-2019,27132-68907-RC,R-D-1,6,40,2062
ZPW-31329-741,08-06-2019,27132-68907-RC,E-M-2.5,4,29,1253
ZPW-31329-741,08-06-2019,27132-68907-RC,E-M-0.2,1,19,1527
UBI-83843-396,09-10-2019,58816-74064-TF,R-L-1,2,42,1672
VID-40587-569,20-02-2021,09818-59895-EH,E-D-2.5,5,48,2418
KBB-52530-416,21-11-2019,06488-46303-IZ,L-D-2.5,2,28,2578
ISJ-48676-420,10-10-2021,93046-67561-AY,L-L-0.5,6,24,2457
MIF-17920-768,05-08-2021,68946-40750-LK,R-L-0.2,6,41,1585
CPX-19312-088,31-07-2020,38387-64959-WW,L-M-0.5,6,23,1438
RXI-67978-260,19-09-2020,48418-60841-CC,E-D-1,6,46,1228
LKE-14821-285,03-05-2020,13736-92418-JS,R-M-0.2,5,37,2595
LRK-97117-150,08-07-2019,33000-22405-LO,L-L-1,6,33,2360
IGK-51227-573,26-10-2019,46959-60474-LT,L-D-0.5,2,32,677
ZAY-43009-775,27-09-2020,73431-39823-UP,L-D-0.2,6,13,2568
EMA-63190-618,28-02-2022,90993-98984-JK,E-M-0.2,1,19,1527
FBI-35855-418,16-09-2020,06552-04430-AG,R-M-0.5,6,9,596
TXB-80533-417,28-10-2020,54597-57004-QM,L-L-1,2,33,2360
MBM-00112-248,02-09-2019,50238-24377-ZS,L-L-1,5,33,2360
EUO-69145-988,30-08-2021,60370-41934-IF,E-D-0.2,3,16,400
GYA-80327-368,04-06-2021,06899-54551-EH,A-D-1,4,10,2272
TNW-41601-420,24-11-2020,66458-91190-YC,R-M-1,5,1,2237
ALR-62963-723,21-06-2020,80463-43913-WZ,R-D-0.2,3,26,830
JIG-27636-870,13-07-2020,67204-04870-LG,R-L-1,4,42,1672
CTE-31437-326,02-01-2019,22721-63196-UJ,R-M-0.2,4,37,2595
CTE-31437-326,02-01-2019,22721-63196-UJ,E-M-0.2,4,19,1527
CTE-31437-326,02-01-2019,22721-63196-UJ,L-D-1,4,6,1170
CTE-31437-326,02-01-2019,22721-63196-UJ,L-L-0.2,3,8,1086
SLD-63003-334,17-02-2022,55515-37571-RS,L-M-0.2,6,22,394
BXN-64230-789,19-12-2020,25598-77476-CB,A-L-1,2,3,2139
XEE-37895-169,20-02-2019,14888-85625-TM,A-L-2.5,3,45,965
ZTX-80764-911,14-01-2021,92793-68332-NR,L-D-0.5,6,32,677
WVT-88135-549,16-11-2019,66458-91190-YC,A-D-1,3,10,2272
IPA-94170-889,04-12-2019,64439-27325-LG,R-L-0.2,3,41,1585
YQL-63755-365,31-07-2020,78570-76770-LB,A-M-0.2,4,15,1330
RKW-81145-984,11-03-2019,98661-69719-VI,L-L-1,3,33,2360
MBT-23379-866,10-05-2022,82990-92703-IX,L-L-1,5,33,2360
GEJ-39834-935,25-12-2021,49412-86877-VY,L-M-0.2,6,22,394
KRW-91640-596,22-04-2022,70879-00984-FJ,R-L-0.5,3,36,2834
AOT-70449-651,11-06-2022,53414-73391-CR,R-D-2.5,5,12,1778
DGC-21813-731,27-04-2022,43606-83072-OA,L-D-0.2,2,13,2568
JBE-92943-643,29-12-2020,84466-22864-CE,E-D-2.5,5,48,2418
ZIL-34948-499,14-07-2020,66458-91190-YC,A-D-0.5,2,21,1350
JSU-23781-256,07-09-2021,76499-89100-JQ,L-D-0.2,1,13,2568
JSU-23781-256,07-09-2021,76499-89100-JQ,R-M-1,4,1,2237
VPX-44956-367,09-06-2019,39582-35773-ZJ,R-M-0.5,5,9,596
VTB-46451-959,25-10-2020,66240-46962-IO,L-D-2.5,1,28,2578
DNZ-11665-950,28-02-2021,10637-45522-ID,L-L-2.5,2,27,1514
ITR-54735-364,26-07-2020,92599-58687-CS,R-D-0.2,5,26,830
YDS-02797-307,05-06-2022,06058-48844-PI,E-M-2.5,4,29,1253
BPG-68988-842,21-02-2019,53631-24432-SY,E-M-0.5,5,2,1300
XZG-51938-658,05-04-2020,18275-73980-KL,E-L-0.5,6,39,1572
KAR-24978-271,10-01-2019,23187-65750-HZ,R-M-1,6,1,2237
FQK-28730-361,12-04-2022,22725-79522-GP,R-M-1,6,1,2237
BGB-67996-089,30-01-2022,06279-72603-JE,R-D-1,5,40,2062
XMC-20620-809,14-05-2021,83543-79246-ON,E-M-0.5,2,2,1300
ZSO-58292-191,12-06-2022,66794-66795-VW,R-D-0.5,4,35,2654
LWJ-06793-303,02-01-2022,95424-67020-AP,R-M-2.5,2,14,2804
FLM-82229-989,24-01-2022,73017-69644-MS,L-L-0.2,2,8,1086
CPV-90280-133,20-03-2019,66458-91190-YC,R-D-0.2,3,26,830
OGW-60685-912,21-11-2020,67423-10113-LM,E-D-2.5,4,48,2418
DEC-11160-362,13-10-2021,48582-05061-RY,R-D-0.2,4,26,830
WCT-07869-499,19-10-2021,32031-49093-KE,R-D-0.5,5,35,2654
FHD-89872-325,29-04-2019,31715-98714-OO,L-L-1,4,33,2360
AZF-45991-584,12-10-2019,73759-17258-KA,A-D-2.5,1,31,1017
MDG-14481-513,19-05-2021,64897-79178-MH,A-M-2.5,4,38,2609
OFN-49424-848,03-07-2021,73346-85564-JB,R-L-2.5,2,5,1651
NFA-03411-746,08-02-2020,07476-13102-NJ,A-L-0.5,2,43,1813
CYM-74988-450,16-10-2020,87223-37422-SK,L-D-0.2,4,13,2568
WTV-24996-658,23-10-2020,57837-15577-YK,E-D-2.5,3,48,2418
DSL-69915-544,10-03-2021,10142-55267-YO,R-L-0.2,3,41,1585
NBT-35757-542,07-07-2021,73647-66148-VM,E-L-0.2,3,47,615
OYU-25085-528,05-02-2021,10142-55267-YO,E-L-0.2,4,47,615
XCG-07109-195,11-12-2020,92976-19453-DT,L-D-0.2,6,13,2568
YZA-25234-630,13-05-2022,89757-51438-HX,E-D-0.2,2,16,400
OKU-29966-417,23-10-2019,76192-13390-HZ,E-L-0.2,4,47,615
MEX-29350-659,11-09-2020,02009-87294-SY,E-M-1,5,4,1954
NOY-99738-977,29-09-2019,82872-34456-LJ,R-L-2.5,2,5,1651
TCR-01064-030,03-03-2021,13181-04387-LI,E-M-1,6,4,1954
YUL-42750-776,23-11-2021,24845-36117-TI,L-M-0.2,2,22,394
XQJ-86887-506,06-11-2021,66458-91190-YC,E-L-1,4,34,1024
CUN-90044-279,29-01-2021,86646-65810-TD,L-D-0.2,4,13,2568
ICC-73030-502,16-04-2022,59480-02795-IU,A-L-1,3,3,2139
ADP-04506-084,24-07-2021,61809-87758-LJ,E-M-2.5,6,29,1253
PNU-22150-408,11-08-2019,77408-43873-RS,A-D-0.2,6,17,1914
VSQ-07182-513,23-07-2019,18366-65239-WF,L-L-0.2,6,8,1086
SPF-31673-217,09-06-2020,19485-98072-PS,E-M-1,6,4,1954
NEX-63825-598,22-02-2020,72072-33025-SD,R-L-0.5,2,36,2834
XPG-66112-335,19-07-2020,58118-22461-GC,R-D-2.5,4,12,1778
NSQ-72210-345,20-09-2021,90940-63327-DJ,A-M-0.2,6,15,1330
XRR-28376-277,02-05-2021,64481-42546-II,R-L-2.5,6,5,1651
WHQ-25197-475,26-11-2021,27536-28463-NJ,L-L-0.2,4,8,1086
HMB-30634-745,18-02-2020,19485-98072-PS,A-D-2.5,6,31,1017
XTL-68000-371,07-04-2020,70140-82812-KD,A-M-0.5,4,20,737
YES-51109-625,31-01-2022,91895-55605-LS,E-L-0.5,4,39,1572
EAY-89850-211,19-02-2019,43155-71724-XP,A-D-0.2,2,17,1914
IOQ-84840-827,12-11-2019,32038-81174-JF,A-M-1,6,18,1051
FBD-56220-430,16-05-2022,59205-20324-NB,R-L-0.2,6,41,1585
COV-52659-202,12-02-2021,99899-54612-NX,L-M-2.5,2,44,1268
YUO-76652-814,04-04-2021,26248-84194-FI,A-D-0.2,6,17,1914
PBT-36926-102,02-08-2021,19485-98072-PS,L-M-1,4,25,740
BLV-60087-454,08-06-2022,84493-71314-WX,E-L-0.2,3,47,615
BLV-60087-454,08-06-2022,84493-71314-WX,A-M-0.5,5,20,737
QYC-63914-195,14-05-2020,39789-43945-IV,E-L-1,3,34,1024
OIB-77163-890,25-12-2020,38972-89678-ZM,E-L-0.5,5,39,1572
SGS-87525-238,05-07-2021,91465-84526-IJ,E-D-1,5,46,1228
GQR-12490-152,14-03-2019,22832-98538-RB,R-L-0.2,1,41,1585
UOJ-28238-299,07-03-2021,30844-91890-ZA,R-L-0.2,6,41,1585
ETD-58130-674,05-11-2021,05325-97750-WP,E-M-0.5,2,2,1300
UPF-60123-025,06-02-2020,88992-49081-AT,R-L-2.5,3,5,1651
NQS-01613-687,12-03-2021,10204-31464-SA,L-D-0.5,1,32,677
MGH-36050-573,03-08-2020,75156-80911-YT,R-M-0.5,2,9,596
UVF-59322-459,25-07-2019,53971-49906-PZ,E-L-2.5,6,11,2906
VET-41158-896,29-04-2020,10728-17633-ST,E-M-2.5,2,29,1253
XYL-52196-459,02-05-2019,13549-65017-VE,R-D-0.2,3,26,830
BPZ-51283-916,29-08-2021,87688-42420-TO,A-M-2.5,2,38,2609
VQW-91903-926,13-03-2020,05325-97750-WP,E-D-2.5,1,48,2418
OLF-77983-457,16-02-2019,51901-35210-UI,A-L-2.5,2,45,965
MVI-04946-827,27-11-2021,62483-50867-OM,E-L-1,1,34,1024
UOG-94188-104,23-11-2021,92753-50029-SD,A-M-0.5,5,20,737
DSN-15872-519,02-12-2021,53809-98498-SN,L-L-2.5,4,27,1514
OUQ-73954-002,06-01-2019,66308-13503-KD,R-M-0.2,4,37,2595
LGL-16843-667,05-05-2021,82458-87830-JE,A-D-0.2,4,17,1914
TCC-89722-031,23-10-2021,41611-34336-WT,L-D-0.5,1,32,677
TRA-79507-007,16-12-2019,70089-27418-UJ,R-L-2.5,4,5,1651
MZJ-77284-941,18-05-2019,99978-56910-BN,E-L-0.2,5,47,615
AXN-57779-891,14-07-2019,09668-23340-IC,R-M-0.2,3,37,2595
PJB-15659-994,13-11-2020,39457-62611-YK,L-D-2.5,4,28,2578
LTS-03470-353,16-07-2020,90985-89807-RW,A-L-2.5,5,45,965
UMM-28497-689,03-11-2020,05325-97750-WP,L-L-2.5,3,27,1514
MJZ-93232-402,20-03-2022,17816-67941-ZS,E-D-0.2,1,16,400
UHW-74617-126,16-02-2022,90816-65619-LM,E-D-2.5,2,48,2418
RIK-61730-794,12-11-2020,69761-61146-KD,L-M-0.2,6,22,394
IDJ-55379-750,05-10-2019,24040-20817-QB,R-M-1,4,1,2237
OHX-11953-965,01-10-2019,19524-21432-XP,E-L-2.5,2,11,2906
TVV-42245-088,06-03-2020,14398-43114-RV,A-M-0.2,4,15,1330
DYP-74337-787,23-10-2019,41486-52502-QQ,R-M-0.5,1,9,596
OKA-93124-100,23-04-2020,05325-97750-WP,R-M-0.5,5,9,596
IXW-20780-268,24-06-2020,20236-64364-QL,L-L-2.5,2,27,1514
NGG-24006-937,16-03-2021,29102-40100-TZ,E-M-2.5,4,29,1253
JZC-31180-557,07-04-2020,09171-42203-EB,L-M-2.5,1,44,1268
ZMU-63715-204,30-09-2021,29060-75856-UI,E-D-1,6,46,1228
GND-08192-056,01-05-2022,17088-16989-PL,L-D-0.5,2,32,677
RYY-38961-093,21-01-2021,14756-18321-CL,A-M-0.2,6,15,1330
CVA-64996-969,24-06-2020,13324-78688-MI,A-L-1,6,3,2139
XTH-67276-442,03-03-2019,73799-04749-BM,L-M-2.5,4,44,1268
PVU-02950-470,28-01-2021,01927-46702-YT,E-D-1,1,46,1228
XSN-26809-910,28-06-2020,80467-17137-TO,E-M-2.5,2,29,1253
UDN-88321-005,05-07-2020,14640-87215-BK,R-L-0.5,5,36,2834
EXP-21628-670,02-03-2019,94447-35885-HK,A-M-2.5,3,38,2609
VGM-24161-361,01-05-2022,71034-49694-CS,E-M-2.5,2,29,1253
PKN-19556-918,29-04-2022,00445-42781-KX,E-L-0.2,6,47,615
PKN-19556-918,29-04-2022,00445-42781-KX,L-D-0.5,4,32,677
PKN-19556-918,29-04-2022,00445-42781-KX,A-D-0.2,1,17,1914
PKN-19556-918,29-04-2022,00445-42781-KX,R-D-2.5,5,12,1778
DXQ-44537-297,06-08-2020,96116-24737-LV,E-L-0.5,4,39,1572
BPC-54727-307,21-12-2019,18684-73088-YL,R-L-1,4,42,1672
KSH-47717-456,19-04-2020,74671-55639-TU,L-M-1,3,25,740
ANK-59436-446,17-01-2022,17488-65879-XL,E-L-0.5,4,39,1572
AYY-83051-752,22-01-2019,46431-09298-OU,L-L-1,6,33,2360
CSW-59644-267,28-02-2020,60378-26473-FE,E-M-2.5,1,29,1253
ITY-92466-909,07-08-2019,34927-68586-ZV,A-M-2.5,3,38,2609
IGW-04801-466,15-05-2021,29051-27555-GD,L-D-0.2,1,13,2568
LJN-34281-921,17-12-2021,52143-35672-JF,R-L-2.5,5,5,1651
BWZ-46364-547,09-09-2021,64918-67725-MN,R-L-1,3,42,1672
SBC-95710-706,19-02-2020,85634-61759-ND,E-M-0.2,2,19,1527
WRN-55114-031,29-06-2020,40180-22940-QB,E-L-2.5,3,11,2906
TZU-64255-831,13-05-2022,34666-76738-SQ,R-D-2.5,2,12,1778
JVF-91003-729,02-10-2020,98536-88616-FF,A-D-2.5,3,31,1017
MVB-22135-665,02-12-2021,55621-06130-SA,A-D-1,1,10,2272
CKS-47815-571,02-11-2021,45666-86771-EH,L-L-0.5,3,24,2457
OAW-17338-101,23-02-2020,52143-35672-JF,R-D-0.2,6,26,830
ALP-37623-536,03-07-2020,24689-69376-XX,L-L-1,6,33,2360
WMU-87639-108,11-02-2019,71891-51101-VQ,R-D-0.5,1,35,2654
USN-44968-231,10-09-2020,71749-05400-CN,R-L-1,4,42,1672
YZG-20575-451,02-03-2020,64845-00270-NO,L-L-1,4,33,2360
HTH-52867-812,28-06-2021,29851-36402-UX,A-M-2.5,4,38,2609
FWU-44971-444,11-01-2019,12190-25421-WM,A-D-2.5,3,31,1017
EQI-82205-066,20-09-2019,52316-30571-GD,R-M-2.5,2,14,2804
NAR-00747-074,16-10-2021,23243-92649-RY,L-D-1,4,6,1170
JYR-22052-185,01-01-2020,39528-19971-OR,A-M-0.5,2,20,737
XKO-54097-932,10-03-2022,32743-78448-KT,E-M-0.5,3,2,1300
HXA-72415-025,12-05-2022,93417-12322-YB,A-D-2.5,2,31,1017
MJF-20065-335,10-09-2020,56891-86662-UY,E-L-0.5,6,39,1572
GFI-83300-059,16-10-2021,40414-26467-VE,A-M-0.2,6,15,1330
WJR-51493-682,17-06-2021,87858-83734-RK,L-D-2.5,5,28,2578
SHP-55648-472,30-03-2019,46818-20198-GB,A-M-1,6,18,1051
HYR-03455-684,19-12-2021,29808-89098-XD,E-D-1,6,46,1228
HYR-03455-684,19-12-2021,29808-89098-XD,L-D-0.2,2,13,2568
HUG-52766-375,05-06-2020,78786-77449-RQ,A-D-2.5,4,31,1017
DAH-46595-917,12-09-2021,27878-42224-QF,A-D-1,6,10,2272
VEM-79839-466,16-03-2022,32743-78448-KT,R-L-2.5,5,5,1651
OWH-11126-533,21-12-2021,25331-13794-SB,L-M-2.5,2,44,1268
UMT-26130-151,21-05-2019,55864-37682-GQ,L-M-0.2,3,22,394
JKA-27899-806,26-10-2021,97005-25609-CQ,R-L-1,5,42,1672
ULU-07744-724,26-03-2020,94058-95794-IJ,L-M-0.5,5,23,1438
NOM-56457-507,14-10-2020,40214-03678-GU,E-M-1,6,4,1954
NZN-71683-705,13-12-2021,04921-85445-SL,A-L-2.5,6,45,965
WMA-34232-850,08-03-2021,53386-94266-LJ,L-D-2.5,4,28,2578
EZL-27919-704,21-01-2021,49480-85909-DG,L-L-0.5,5,24,2457
ZYU-11345-774,10-01-2021,18293-78136-MN,L-M-0.5,5,23,1438
CPW-34587-459,26-03-2021,84641-67384-TD,A-L-2.5,6,45,965
NQZ-82067-394,25-03-2022,72320-29738-EB,R-L-2.5,1,5,1651
JBW-95055-851,22-07-2021,47355-97488-XS,A-M-1,5,18,1051
AHY-20324-088,06-09-2020,63499-24884-PP,L-L-0.2,2,8,1086
ZSL-66684-103,28-12-2019,39193-51770-FM,E-M-0.2,2,19,1527
WNE-73911-475,20-04-2020,61323-91967-GG,L-D-0.5,6,32,677
EZB-68383-559,21-02-2019,90123-01967-KS,R-L-1,6,42,1672
OVO-01283-090,17-03-2022,15958-25089-OS,L-L-2.5,2,27,1514
TXH-78646-919,14-05-2021,98430-37820-UV,R-D-0.2,3,26,830
CYZ-37122-164,06-01-2019,21798-04171-XC,E-M-0.5,2,2,1300
AGQ-06534-750,24-04-2019,52798-46508-HP,A-L-1,5,3,2139
QVL-32245-818,30-05-2021,46478-42970-EM,A-M-0.5,5,20,737
LTD-96842-834,12-07-2022,00246-15080-LE,L-D-2.5,6,28,2578
SEC-91807-425,31-01-2021,94091-86957-HX,A-M-1,2,18,1051
MHM-44857-599,12-09-2019,26295-44907-DK,L-D-1,1,6,1170
KGC-95046-911,30-06-2020,95351-96177-QV,A-M-2.5,2,38,2609
RZC-75150-413,25-03-2020,92204-96636-BS,E-D-0.5,5,7,2757
EYH-88288-452,14-04-2021,03010-30348-UA,L-L-2.5,5,27,1514
NYQ-24237-772,16-08-2019,13441-34686-SW,L-D-0.5,4,32,677
WKB-21680-566,17-12-2021,96612-41722-VJ,A-M-0.5,3,20,737
THE-61147-027,31-12-2019,94091-86957-HX,L-D-1,2,6,1170
PTY-86420-119,12-04-2021,25504-41681-WA,A-D-0.5,4,21,1350
QHL-27188-431,28-09-2019,75443-07820-DZ,L-L-0.5,2,24,2457
MIS-54381-047,15-06-2022,39276-95489-XV,A-D-0.5,5,21,1350
TBB-29780-459,15-07-2019,61437-83623-PZ,A-L-0.5,1,43,1813
QLC-52637-305,10-02-2019,34317-87258-HQ,L-D-2.5,4,28,2578
